Product Description,Price Category
"Skoncentrowany i aktywny hydrolat różany na bazie krystalicznej wody źródlanej łagodzi podrażnienia i zaczerwienienia skóry, wzmacnia ściany naczynek krwionośnych. Jest wykorzystywany w zabiegach typu anti-aging; wygładza, napina i regeneruje skórę, a także chroni ją przed szkodliwym działaniem wolnych rodników i czynników zewnętrznych. Hydrolat charakteryzuje się subtelnym zapachem płatków róży.

Działanie:
<ul>
 	<li>Wygładza, regeneruje i napina skórę</li>
 	<li>Łagodzi podrażnienia i zaczerwienienia</li>
 	<li>Pielęgnuje wrażliwe okolice oczu</li>
 	<li>Działa antyoksydacyjnie</li>
</ul>",0
"Idealna do pielęgnacji:
- skóry dojrzałej, z oznakami starzenia
- z przebarwieniami, naczynkowej
- suchej i odwodnionej
- wrażliwej i podrażnionej (także wokół oczu)
- skóry problemowej, z trądzikiem różowatym
- włosów wymagających wygładzenia

Działanie:
- przeciwstarzeniowe – zawarte w hydrolacie bioflawonoidy działają przeciwutleniająco, chroniąc komórki skóry przed rozkładem kolagenu i wygładzając drobne zmarszczki. Woda z kwiatów róży damasceńskiej doskonale uszczelnia naczyńka krwionośne
- nawilżające – dzięki zgodności współczynnika pH ze skórą, woda z kwiatów róży damasceńskiej, dogłębnie nawilża oraz odżywia skórę. Polecana jest do pielęgnacji wszystkich typów cery, w szczególności naczynkowej, suchej i dojrzałej. Stosowana na włosy, chroni je przed wysuszeniem, zapewniając odpowiedni poziom nawilżenia oraz ułatwia ich rozczesywanie
- przeciwzapalne – woda z kwiatów róży damasceńskiej działa przeciwzapalnie oraz bakteriobójczo. Reguluje pracę gruczołów łojowych i wydzielanie sebum. Działa delikatnie ściągająco, zmniejszając widoczność porów
- kojące – łagodzi obrzęki, podrażnienia oraz świąd skóry, przyspiesza gojenie się ran i regeneracje naskórka, sprawia, że blizny stają się mniej widoczne, dzięki temu sprawdza się idealnie w przypadku wysypki, drobnych skaleczeń, siniaków, podrażnień skóry głowy zabiegami fryzjerskimi, ugryzień owadów, a także do pielęgnacji skóry po goleniu i depilacji. Niweluje przebarwienia skórne. Stosowana jest również do kojących okładów na opuchnięte powieki oraz w przypadku poparzeń słonecznych
- odświeżające – działa odświeżająco na skórę oraz włosy, dzięki czemu rzadziej się przetłuszczają. Dodaje naturalnego blasku włosom matowym
- uspokajające – aromat kwiatów róży damasceńskiej, wykazuje działanie uspokajające, stosowany przed snem łagodzi napięcia i stres

Kraj pochodzenia: Bułgaria.  Postać: woda o intensywnym różanym zapachu.  Warunki przechowywania: w szczelnym opakowaniu, w temperaturze nie wyższej niż 25°C lub, jeśli ktoś preferuje, w lodówce.  Trwałość: podana na opakowaniu.  Posiada certyfikat Soil Association Organic.",0
"Len zapobiega nadmiernej utracie wody, utrzymując właściwy stopień nawilżenia włosów oraz warstwy rogowej skóry. Witamina E zwana „witaminą młodości”, zapobiega przedwczesnemu pojawianiu się zmarszczek, sprawia, że skóra staje się bardziej elastyczna oraz odporna na uszkodzenia i działanie czynników zewnętrznych (np. promieniowanie UV). Len łagodzi objawy chorób skórnych takich jak: egzema, łuszczyca, trądzik różowaty. Jest idealny do pielęgnacji skóry z poparzeniami słonecznymi. Zapobiega powstawaniu zaskórników. Łagodzi stany zapalne skóry. Poprawia gospodarkę lipidami, szczególnie skóry łojotokowej i trądzikowej – łój staje się rzadszy i nie czopuje ujść gruczołów łojowych, co m.in. zapobiega powstawaniu zmian trądzikowych. Stosowany regularnie bardzo dobrze wygładza skórę oraz włosy. Sprawia, że włosy ładniej się układają, rozczesują a także są bardziej błyszczące.",0
"Baobab wspomaga regenerację bariery hydrolipidowej naskórka, przyspiesza odnowę komórkową oraz uzupełnia niedobory składników tłuszczowych w skórze. Poprawia elastyczność skóry, która staje się widocznie ujędrniona, spłyca i wygładza głębokie zmarszczki. Polecany w profilaktyce rozstępów i cellulitu. , nie obciążając ich, działa naprawczo na zniszczone w wyniku stylizacji i zabiegów chemicznych końcówki. Przynosi ulgę i regenerację nawet skórze mocno przesuszonej, a nawilżenie przy regularnym stosowaniu jest długotrwałe. Zawartość witamin A, E i D oraz nienasyconych kwasów omega-3 przyśpiesza gojenie i łagodzi cerę problemową m.in. z egzemą, łuszczycą, trądzikiem. Reguluje czynność gruczołów łojowych, nie zatykając ich.",0
"Chroń to, co najważniejsze. Komfortowa i naturalna ochrona w trakcie miesiączki.
Organiczne tampony BioMe, zostały wyprodukowane ze 100% bawełny organicznej. Są bezpieczniejsze i zdrowsze dla  kobiecego ciała niż tampony z bawełny nieorganicznej, która może być  zanieczyszczona pestycydami lub wybielana chlorem.
Tampony organiczne BioMe nie zawierają chemikaliów, co zmniejsza ryzyko wystąpienia Zespołu Szoku Toksycznego.
Bawełna do produkcji BioMe pochodzi z uczciwych plantacji.
Tampony Biome posiadają certyfikat Organic Textile Standard (GOTS).
Produkt biodegradowalny.
Produkt posiada neutralne PH.
Opakowanie zawiera 16 tamponów typu Normal, przeznaczonych do ochrony przez umiarkowanie intensywnym krwawieniem.",0
"Marula (Sclerocarya Birrea) bogata jest w dużą zawartość kwasu oleinowego, która sprzyja penetracji w głąb skóry oraz struktury włosów wszystkich składników aktywnych, w tym odpowiadających z utrzymanie odpowiedniego poziomu nawodnienia. Doskonale chroni skórę przed działaniem wolnych rodników, sprzyja redukcji zmarszczek, również tych, powodowanych suchością skóry. Jest idealna do pielęgnacji skóry zwiotczałej, wymagającej ujędrnienia. Stanowi ratunek w walce z cellulitem oraz w profilaktyce i zmniejszaniu rozstępów. Duża zawartość witaminy C wspomaga procesy regeneracji skóry oraz włosów, przyspiesza gojenie blizn po trądzikowych, krost oraz drobnych ran. Rozjaśnia skórę i niweluje przebarwienia, zmniejsza widoczność piegów. Wzmacnia paznokcie oraz zapobiega ich rozdwajaniu. Wykazuje silne działanie łagodzące i wspomagające leczenie przy atopowym zapaleniu skóry, trądziku, egzemie i łuszczycy, jak również przy problemach ze skórą głowy – niweluje jej suchość oraz pomaga zwalczyć łupież. Chroni strukturę skóry oraz włosów przed zniszczeniami powodowanymi czynnikami zewnętrznymi, np. przed poparzeniem słonecznym, łagodzi rumień i podrażnienie. Zapobiega zatykaniu porów.",0
"Malina właściwa zawiera silne przeciwutleniacze, które działają na skórę antybakteryjnie i antyseptycznie, chroniąc ją przed przebarwieniami. Polecana do pielęgnacji cery trądzikowej, zarówno suchej, jak i tłustej. Zapobiega powstawaniu zaskórników oraz przyspiesza gojenie blizn. Nienasycone kwasy tłuszczowe oraz witamina E, wspomagają produkcję kolagenu i elastyny, pomagają zwalczyć wolne rodniki, opóźniając proces starzenia się, zwiększając jędrność i elastyczność, a także redukując drobne zmarszczki. Dzięki dużej zawartości kwasu linolowego i alfa-linolenowego, wykazuje działanie rozjaśniające i hamujące produkcję melaniny, brązowego barwnika skóry, który produkowany w nadmiarze pod wpływem słońca powoduje tworzenie przebarwień. Wyrównuje koloryt skóry. Pełni funkcję naturalnego filtra przeciwsłonecznego, absorbującego promieniowanie głównie w zakresie UVB i UVA. W praktyce nie ma dokładnie określonego faktora SPF, dlatego nie może być traktowana jako samodzielna ochrona podczas intensywnego kontaktu ze słońcem. Dzięki działaniu powlekającemu i filtrom UV, spowalnia proces utleniania oraz wypłukiwania się barwnika włosa, naturalnego i sztucznego. Wysoki poziom witaminy A nadaje jej wyjątkowe właściwości pielęgnacyjne, odżywcze i regeneracyjne, dlatego polecana jest do pielęgnacji nawet najbardziej wrażliwej skóry, w tym alergicznej. Podnosi również odporność na zakażenia, pobudza regenerację nabłonków i tkanki łącznej, a także przyśpiesza gojenie ran, oparzeń oraz odmrożeń. Nienasycone kwasy tłuszczowe (powyżej 80%), zapobiegają nadmiernej utracie wody, utrzymując właściwy stopień nawilżenia. Bardzo dobrze natłuszcza skórę najbardziej przesuszonych partii ciała, pozostawiając na jej powierzchni delikatną warstwę ochronną.",0
"Spracowane ręce, a także zmęczona oraz przesuszona skóra ciała staną się miękkie i gładkie. Olej tsubaki i oliwa z oliwek zmiękczają oraz wygładzają szorstką skórę dłoni, a organiczne oleje arganowy i kokosowy pomagają jej w regeneracji. Masło shea chroni dłonie przed przesuszeniem, witamina E odmładza, a gliceryna roślinna doskonale nawilża.

Naturalne ekstrakty z pietruszki i kopru włoskiego działają oczyszczająco, odświeżająco, pobudzają skórę do regeneracji i doskonale maskują nieprzyjemne kuchenne zapachy. 

Kosmetyk zawiera 97% składników pochodzenia naturalnego oraz o niskim stopniu przetworzenia.",0
"Pięknie pachnąca o cudownych właściwościach woda z róży damasceńskiej. Woda różana produkowana jest w bułgarskiej Dolinie Róż. Hydrolat stymuluje regenerację skóry, nawilża, koi i łagodzi podrażnienia. Redukuje zaczerwienienia. Woda różana delikatnie oczyszcza i tonizuje. Mgiełki można używać do demakijażu, odświeżania, oraz do utrwalania makijażu.
Hydrolat różany jest bardzo elegancki zawdzięcza to pięknemu zapachowi. Szczególnie polecany jest do cery naczyniowej.",0
"Woda z mięty pieprzowej działa oczyszczająco i odświeżająco. Łagodzi podrażnienia i wspomaga regenerację skóry. Polecana do pielęgnacji cery zanieczyszczonej z nadprodukcją sebum, a także na partie ciała o nadmiernej potliwości. Chłodzi i orzeźwia skórę. Idealna, jako odświeżająca mgiełka w upalne dni, lub po wysiłku fizycznym, a także jako preparat odświeżający jamę ustną.",0
"Konopia siewna utrzymuje skórę w dobrej formie i zapobiega przedwczesnemu starzeniu. Skóra staje się bardziej elastyczna j odporna na działanie czynników zewnętrznych (np. promieniowanie UV). Poprawia gospodarkę lipidami, szczególnie skóry łojotokowej i zanieczyszczonej – łój staje się rzadszy i nie czopuje ujść gruczołów łojowych. Eliminuje problem z nadmiernym przetłuszczaniem się włosów. Działa oczyszczająco, polecana jest do pielęgnacji skóry problemowej: z przebarwieniami, AZS, łuszczycą a także łojotokiem i trądzikiem. Pomaga w walce z łupieżem oraz swędzeniem głowy. Konopia siewna bogata jest w fitosterole, fosfolipidy (budujące skórę), minerały, a także witaminy A, D i E, dzięki którym regeneruje, wzmacnia i odżywia nawet najbardziej zniszczoną skórę, włosy oraz paznokcie. Poprawia koloryt skóry, a także doskonale ją wygładza. Sprawia, że włosy ładniej się układają, rozczesują a także są bardziej błyszczące.",0
"Peeling przyjemnie rozgrzewa, poprawiając tym samym mikrokrążenie krwi. Drobinki soli oczyszczają skórę, staje się ona wygładzona, nawilżona oraz uelastyczniona. Dopełnieniem pielęgnacji będzie odżywienie skóry za pomocą Balsamu lub Masła do ciała Chili – Pomarańcza.

 ",0
"Śliwa domowa dzięki zawartości fitosteroli,znacząco wpływa na elastyczność i spójność skóry. Regeneruje barierę hydrolipidową naskórka oraz pomaga zwalczyć wolne rodniki. Widocznie ujędrnia i napina skórę. Niweluje zmarszczki spowodowane suchością skóry. Poprawia barierę lipidową naskórka, chroni przed utratą wody i normalizuje metabolizm skóry. Kwas oleinowy wspomaga penetrację składników aktywnych w głąb skóry, co sprawia że z powodzeniem może być stosowana jako preparat wzmacniający działanie innych kosmetyków pielęgnacyjnych. Kwas linolowy reguluje pracę gruczołów łojowych, odblokowuje pory i znacznie redukuje zaskórniki. Polecana do pielęgnacji każdego typu cery, zarówno suchej i wrażliwej jak również tłustej i trądzikowej. Szybko się wchłania, nie pozostawiając tłustego filmu na skórze. Śliwa domowa to bogactwo witaminy E, dzięki której chroni strukturę skóry, włosów i paznokci przed szkodliwym działaniem czynników zewnętrznych. Dogłębnie wzmacnia i regeneruje zniszczone zabiegami chemicznymi włosy i paznokcie. Wspomaga gojenie zmian i blizn trądzikowych oraz mikrourazów skóry.",0
"Delikatne dla skóry, odmładzające i wygładzające mydło w płynie, pachnące szałwią.

Charakter zapachu: ziołowy, delikatny, świeży.

Co pielęgnuje dłonie? Naturalny ekstrakt z liści szałwii lekarskiej ma działanie przeciwzapalne, a bogaty w witaminy i minerały wyciąg z glonów morskich (zwanych zielonym kawiorem) wzmacnia włókna kolagenu, dzięki czemu skóra dłużej jest jędrna i gładka. W mydle jest też witamina B5 i alantoina łagodzące podrażnienia i wspomagające odnowę komórek. Kosmetyk zawiera nową formułę TGA.

TGA co to takiego? Mieszanina w 100% naturalnych, najłagodniejszych środków myjących, które nie naruszają warstwy lipidowej naskórka. Dzięki temu mydła YOPE są bezpieczne dla zdrowia i przyjazne dla środowiska.

Czego nie ma? Parabenów, PEG'ów, silikonów, barwników, SLES'ów i SLS'ów.",0
"Delikatne dla skóry, nawilżające mydło figowe w płynie.

Charakter zapachu: owocowy, śródziemnomorski, słodko-świeży.

Co pielęgnuje dłonie? Do mydła dodaliśmy naturalny ekstrakt z owoców figowca, który pomaga komórkom skóry walczyć z wolnymi rodnikami, regeneruje ja i nawilża dzięki zawartości witamin B i C oraz cennych dla naskórka mikroelementów. Kosmetyk zawiera też dużą dawkę gliceryny roślinnej, która nawilża, uelastycznia i wygładza skórę. W składzie są także witamina B5 i alantoina łagodzące podrażnienia i wspomagające regenerację naskórka.

Czego nie ma? Figowe mydło w płynie nie zawiera parabenów, silikonów, barwników, SLES-u i SLS-u.",0
"Moringa roślina ta bogata jest w witaminy C, E, A, D i B, przeciwutleniacze oraz kompleks minerałów, które silnie odżywiają i regenerują włosy, skórę oraz paznokcie. Zapobiega wypadaniu włosów, wzmacniając cebulki oraz stymulując wzrost. Zapewnia wzmocnienie, a także poprawę sprężystości i elastyczności włosów. Regeneruje zmęczoną i szarą skórę, widocznie ją rozświetlając oraz wzmacnia łamliwe i suche paznokcie. Pomaga zwalczyć wolne rodniki, opóźniając proces starzenia się skóry, zwiększając jej jędrność i elastyczność, a także redukując drobne zmarszczki, również te powstałe w wyniku suchości skóry. Pielęgnuje delikatna skórę wokół oczu. Posiada silne właściwości kojące i łagodzące, dzięki którym wspomaga gojenie drobnych ran, krost trądzikowych, oparzeń słonecznych oraz ugryzień owadów. Łagodzi swędzenie i wspomaga leczenie łupieżu oraz nadmiernego przetłuszczania się skóry głowy. Oczyszcza pory i ogranicza powstawanie zaskórników. Normalizuje pracę gruczołów łojowych, dzięki czemu, z powodzeniem może być stosowany do pielęgnacji każdego typu skóry, również mieszanej i tłustej.",0
"Ekstrakty z żurawiny i cytryny odżywiają i wzmacniają skórę, roślinna gliceryna nawilża. Naturalna kompozycja o cytrynowej nucie orzeźwia zmysły i umila kąpiel, dodaje energii. Substancje myjące zawarte w żelu są pochodzenia roślinnego i są zaaprobowane do stosowania w kosmetykach naturalnych.",0
"To działa: ekstrakt z dziurawca pobudza procesy regeneracji w skóry, opóźnia procesy starzenia Połączenie najlepszych składników odżywczych i nawilżających W dużych dawkach olej z oliwek, masło shea i murumuru olej kokosowy i z awokado, gliceryna

",0
"Nawilżający balsam do ciała i rąk z dużą zawartością olejków roślinnych. Stworzony do codziennej pielęgnacji skóry suchej i spierzchniętych dłoni.

Charakter zapachu: apetyczny, korzenny, słodki. Tworzy zgrany duet z mydłem kosmetycznym z tej samej linii.

Co pielęgnuje skórę? Balsam zawiera 98% składników pochodzenia naturalnego. Ekstrakty z cynamonu i wanilii chronią przed działaniem wolnych rodników i przedwczesnym starzeniem. Dodane do kosmetyku olejki: arganowy, kokosowy i z migdałów odżywiają i wzmacniają barierę ochronną skóry. Ekstrakt z aloesu koi podrażnienia oraz łagodzi swędzenie spowodowane przesuszeniem. Miks gliceryny i polisacharydów nawilża. Natomiast masło shea hamuje parowanie wilgoci z naskórka.

Czego nie ma? Balsam do ciała i rąk Wanilia i cynamon nie zawiera olei mineralnych, parabenów, PEG-ów, silikonów, sztucznych barwników",0
"Idealna do pielęgnacji:
- skóry wrażliwej i podrażnionej (także wokół oczu)
- dojrzałej, z oznakami starzenia
- skóry problemowej (także skóry głowy)
- cery suchej, odwodnionej
- włosów farbowanych, przetłuszczających się

Działanie:
- nawilżające – dzięki zgodności współczynnika pH ze skórą, woda lawendowa, dogłębnie nawilża oraz odżywia skórę. Polecana jest do pielęgnacji wszystkich typów cery. Stosowana na włosy, chroni je przed wysuszeniem, zapewniając odpowiedni poziom nawilżenia, ponadto wzmacnia cebulki, hamuje proces wypadania włosów i stymuluje wzrost nowych
- przeciwzapalne – zawartość pochodnych polifenolowych głównie kwasu ursolowego i kwasu rozmarynowego oraz goryczy, nadaje wodzie lawendowej właściwości antyseptyczne, przeciwzapalne i przeciwgrzybiczne. Dzięki temu, woda ta polecana jest do pielęgnacji skóry z problemami dermatologicznymi takimi jak trądzik, egzema, łuszczyca, łupież oraz łojotok. Regularne stosowanie hydrolatu z lawendy korzystnie wpływa na przywrócenie prawidłowej gospodarki sebum, a także zmniejszenie widoczności porów. Woda lawendowa ma właściwości fotoochronne
- kojące – łagodzi obrzęki, podrażnienia oraz świąd skóry, przyspiesza gojenie się ran i regeneracje naskórka, sprawia, że blizny stają się mniej widoczne, dzięki temu sprawdza się idealnie w przypadku wysypki, drobnych skaleczeń, siniaków, podrażnień skóry głowy zabiegami fryzjerskimi, ugryzień owadów, a także do pielęgnacji skóry po goleniu i depilacji. Stosowana jest również do kojących okładów na opuchnięte powieki oraz w przypadku poparzeń słonecznych
- odświeżające – działa odświeżająco na skórę oraz włosy, dzięki czemu rzadziej się przetłuszczają. Stosowana do pielęgnacji włosów farbowanych, utrwala kolor oraz zapobiega płowieniu pod wpływem promieni słonecznych. Dodaje naturalnego blasku włosom matowym
- relaksujące – aromat lawendy odpręża, łagodzi stany napięcia i stresu, ułatwia zasypianie, pomaga także zwalczyć ból głowy

Kraj pochodzenia: Francja.  Postać: woda o intensywnym zapachu lawendy. Warunki przechowywania: w szczelnym opakowaniu, w temperaturze nie wyższej niż 25°C lub, jeśli ktoś preferuje, w lodówce. Trwałość: podana na opakowaniu.  Posiada certyfikat Soil Association Organic.",0
"Len zapobiega nadmiernej utracie wody, utrzymując właściwy stopień nawilżenia włosów oraz warstwy rogowej skóry. Witamina E zwana „witaminą młodości”, zapobiega przedwczesnemu pojawianiu się zmarszczek, sprawia, że skóra staje się bardziej elastyczna oraz odporna na uszkodzenia i działanie czynników zewnętrznych (np. promieniowanie UV). Len łagodzi objawy chorób skórnych takich jak: egzema, łuszczyca, trądzik różowaty. Jest idealny do pielęgnacji skóry z poparzeniami słonecznymi. Zapobiega powstawaniu zaskórników. Łagodzi stany zapalne skóry. Poprawia gospodarkę lipidami, szczególnie skóry łojotokowej i trądzikowej – łój staje się rzadszy i nie czopuje ujść gruczołów łojowych, co m.in. zapobiega powstawaniu zmian trądzikowych. Stosowany regularnie bardzo dobrze wygładza skórę oraz włosy. Sprawia, że włosy ładniej się układają, rozczesują a także są bardziej błyszczące.",0
"Błoto z Morza Martwego stosuje się powszechnie w zabiegach wyszczuplających i antycellulitowych, ponieważ przyspiesza metabolizm komórkowy i działa detoksykująco. Unikalny skład błota sprawia, że skóra jest dobrze nawilżona, wzrasta jej napięcie i elastyczność, polepsza się kondycja włókien elastyny i kolagenu. Pierwiastki zawarte w błocie wspomagają terapię trądziku – oczyszczają skórę, absorbują nadmiar sebum, zwężają pory i łagodzą podrażnienia. Błoto z Morza Martwego jest pomocne w terapii łuszczycy, AZS i chorób reumatycznych.

Działanie:
<ul>
 	<li>Wygładza skórę</li>
 	<li>Oczyszcza</li>
 	<li>Matuje</li>
 	<li>Działa detoksykująco</li>
 	<li>Odżywia skórę</li>
</ul>",0
"Tamanu bogaty jest w dwa główne składniki aktywne: kwas kalofillowy oraz kallofilloidyna, które działają przeciwzapalnie, przeciwbólowo, przeciwwirusowo, przeciwbakteryjnie, przeciwgrzybicznie oraz przeciwreumatycznie, pobudzając regenerację tkanek. Leczy przewlekłe stany zapalne, trudno gojące się oparzenia, owrzodzenia, wypryski, dermatozy oraz grzybicę skóry. Łagodzi ukąszenia owadów, przyspiesza gojenie skaleczeń, niweluje blizny, przebarwienia a także rozstępy. Zalecany do leczenia chorób włosów i skóry owłosionej (łupież, łuszczyca, zapalenie mieszków włosowych, łysienie). Wspomaga regenerację bariery hydrolipidowej naskórka oraz pomaga zwalczyć wolne rodniki, opóźniając proces starzenia się skóry. Stosowany regularnie wygładza istniejące zmarszczki i wyraźnie poprawia elastyczność skóry. Doskonale nawilża.

&nbsp;",0
"Regenerująca sól jodowo-bromowa do kąpieli i peelingu o aromacie żurawiny pobudza zmysły, odpręża i relaksuje. Zawiera kompleks biopierwiastków, który odżywia skórę, opóźnia procesy starzenia i działa detoksykująco. Apetyczny owocowy, mocno żurawinowy zapach soli zamieni każdą kąpiel w magiczny domowy rytuał.

Działanie:
<ul>
 	<li>Regeneruje po wysiłku fizycznym</li>
 	<li>Wygładza i napina skórę</li>
 	<li>Opóźnia procesy starzenia się skóry</li>
 	<li>Poprawia nastrój</li>
 	<li>Relaksuje</li>
</ul>",0
"Argan bogaty jest w skwalan i nienasycone kwasy tłuszczowe (głównie kwasy omega-6 i omega-9), wspomagające regenerację bariery hydrolipidowej naskórka oraz uzupełniające niedobory składników tłuszczowych w skórze, w tym cennych ceramidów stanowiących cement komórkowy. Spłyca i wygładza już powstałe zmarszczki, a także wyraźnie ujędrnia skórę. Wpływa na odnowę komórkową oraz wzmacnia barierę lipidową skóry, paznokcie oraz zapobiega ich rozdwajaniu, stosowany na włosy dogłębnie je regeneruje, nie obciążając ich. Działa naprawczo na zniszczone w wyniku stylizacji i zabiegów chemicznych końcówki. Dzięki dużej zawartości witaminy E, będącej źródłem antyoksydantów, chroni strukturę skóry oraz włosów, przed zniszczeniami powodowanymi czynnikami zewnętrznymi, np. działaniem promieni UV. Obecność kwasu oleinowego sprzyja penetracji w głąb skóry oraz struktury włosów wszystkich składników aktywnych, w tym odpowiadających z utrzymanie odpowiedniego poziomu nawodnienia. Wykazuje właściwości oczyszczające, łagodzące oraz przyspieszające gojenie. Wspomaga leczenie skóry problemowej m.in. z egzemą, łuszczycą, trądzikiem. Reguluje pracę gruczołów łojowych.",0
"Skoncentrowany i aktywny hydrolat różany na bazie krystalicznej wody źródlanej łagodzi podrażnienia i zaczerwienienia skóry, wzmacnia ściany naczynek krwionośnych. Jest wykorzystywany w zabiegach typu anti-aging; wygładza, napina i regeneruje skórę, a także chroni ją przed szkodliwym działaniem wolnych rodników i czynników zewnętrznych. Hydrolat charakteryzuje się subtelnym zapachem płatków róży.

Działanie:
<ul>
 	<li>Wygładza, regeneruje i napina skórę</li>
 	<li>Łagodzi podrażnienia i zaczerwienienia</li>
 	<li>Pielęgnuje wrażliwe okolice oczu</li>
 	<li>Działa antyoksydacyjnie</li>
</ul>",0
"Idealna do pielęgnacji:
- skóry dojrzałej, z oznakami starzenia
- z przebarwieniami, naczynkowej
- suchej i odwodnionej
- wrażliwej i podrażnionej (także wokół oczu)
- skóry problemowej, z trądzikiem różowatym
- włosów wymagających wygładzenia

Działanie:
- przeciwstarzeniowe – zawarte w hydrolacie bioflawonoidy działają przeciwutleniająco, chroniąc komórki skóry przed rozkładem kolagenu i wygładzając drobne zmarszczki. Woda z kwiatów róży damasceńskiej doskonale uszczelnia naczyńka krwionośne
- nawilżające – dzięki zgodności współczynnika pH ze skórą, woda z kwiatów róży damasceńskiej, dogłębnie nawilża oraz odżywia skórę. Polecana jest do pielęgnacji wszystkich typów cery, w szczególności naczynkowej, suchej i dojrzałej. Stosowana na włosy, chroni je przed wysuszeniem, zapewniając odpowiedni poziom nawilżenia oraz ułatwia ich rozczesywanie
- przeciwzapalne – woda z kwiatów róży damasceńskiej działa przeciwzapalnie oraz bakteriobójczo. Reguluje pracę gruczołów łojowych i wydzielanie sebum. Działa delikatnie ściągająco, zmniejszając widoczność porów
- kojące – łagodzi obrzęki, podrażnienia oraz świąd skóry, przyspiesza gojenie się ran i regeneracje naskórka, sprawia, że blizny stają się mniej widoczne, dzięki temu sprawdza się idealnie w przypadku wysypki, drobnych skaleczeń, siniaków, podrażnień skóry głowy zabiegami fryzjerskimi, ugryzień owadów, a także do pielęgnacji skóry po goleniu i depilacji. Niweluje przebarwienia skórne. Stosowana jest również do kojących okładów na opuchnięte powieki oraz w przypadku poparzeń słonecznych
- odświeżające – działa odświeżająco na skórę oraz włosy, dzięki czemu rzadziej się przetłuszczają. Dodaje naturalnego blasku włosom matowym
- uspokajające – aromat kwiatów róży damasceńskiej, wykazuje działanie uspokajające, stosowany przed snem łagodzi napięcia i stres

Kraj pochodzenia: Bułgaria.  Postać: woda o intensywnym różanym zapachu.  Warunki przechowywania: w szczelnym opakowaniu, w temperaturze nie wyższej niż 25°C lub, jeśli ktoś preferuje, w lodówce.  Trwałość: podana na opakowaniu.  Posiada certyfikat Soil Association Organic.",0
"Len zapobiega nadmiernej utracie wody, utrzymując właściwy stopień nawilżenia włosów oraz warstwy rogowej skóry. Witamina E zwana „witaminą młodości”, zapobiega przedwczesnemu pojawianiu się zmarszczek, sprawia, że skóra staje się bardziej elastyczna oraz odporna na uszkodzenia i działanie czynników zewnętrznych (np. promieniowanie UV). Len łagodzi objawy chorób skórnych takich jak: egzema, łuszczyca, trądzik różowaty. Jest idealny do pielęgnacji skóry z poparzeniami słonecznymi. Zapobiega powstawaniu zaskórników. Łagodzi stany zapalne skóry. Poprawia gospodarkę lipidami, szczególnie skóry łojotokowej i trądzikowej – łój staje się rzadszy i nie czopuje ujść gruczołów łojowych, co m.in. zapobiega powstawaniu zmian trądzikowych. Stosowany regularnie bardzo dobrze wygładza skórę oraz włosy. Sprawia, że włosy ładniej się układają, rozczesują a także są bardziej błyszczące.",0
"Baobab wspomaga regenerację bariery hydrolipidowej naskórka, przyspiesza odnowę komórkową oraz uzupełnia niedobory składników tłuszczowych w skórze. Poprawia elastyczność skóry, która staje się widocznie ujędrniona, spłyca i wygładza głębokie zmarszczki. Polecany w profilaktyce rozstępów i cellulitu. , nie obciążając ich, działa naprawczo na zniszczone w wyniku stylizacji i zabiegów chemicznych końcówki. Przynosi ulgę i regenerację nawet skórze mocno przesuszonej, a nawilżenie przy regularnym stosowaniu jest długotrwałe. Zawartość witamin A, E i D oraz nienasyconych kwasów omega-3 przyśpiesza gojenie i łagodzi cerę problemową m.in. z egzemą, łuszczycą, trądzikiem. Reguluje czynność gruczołów łojowych, nie zatykając ich.",0
"Chroń to, co najważniejsze. Komfortowa i naturalna ochrona w trakcie miesiączki.
Organiczne tampony BioMe, zostały wyprodukowane ze 100% bawełny organicznej. Są bezpieczniejsze i zdrowsze dla  kobiecego ciała niż tampony z bawełny nieorganicznej, która może być  zanieczyszczona pestycydami lub wybielana chlorem.
Tampony organiczne BioMe nie zawierają chemikaliów, co zmniejsza ryzyko wystąpienia Zespołu Szoku Toksycznego.
Bawełna do produkcji BioMe pochodzi z uczciwych plantacji.
Tampony Biome posiadają certyfikat Organic Textile Standard (GOTS).
Produkt biodegradowalny.
Produkt posiada neutralne PH.
Opakowanie zawiera 16 tamponów typu Normal, przeznaczonych do ochrony przez umiarkowanie intensywnym krwawieniem.",0
"To działa: ekstrakt z róży poprawia napięcie skóry i chroni ją przed działaniem wolnych rodników, działa kojąco i relaksująco Dodaliśmy do żelu również ekstrakt z kadzidłowca, który silnie ujędrnia, łagodzi stany zapalne i uspokaja rozszerzone naczynia krwionośne Połączenie najlepszych składników odżywczych i nawilżających W dużych dawkach olej z oliwek, masło shea i murumuru olej kokosowy i z awokado, gliceryna.",0
"To działa: bogaty w witaminę C naturalny ekstrakt z geranium szybko przywraca skórze świeży, promienny wygląd, łagodzi podrażnienia Połączenie najlepszych składników odżywczych i nawilżających W dużych dawkach olej z oliwek, masło shea i murumuru olej kokosowy i z awokado, gliceryna",0
